name,id,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Pittsburgh Bicycle-Ski meetup,18850363,Pittsburgh,40.55,-80.04,Outdoors & Adventure,2015-08-19 21:48:56,active,85,approval,123,2017-10-14 09:00:00,2
"Food, Fun & Friends",410206,Pittsburgh,40.55,-80.04,Socializing,2007-01-21 22:06:19,active,1416,approval,683,2017-12-03 12:00:00,1
Anchorpoint Counseling Ministry--North Hills,18684840,Pittsburgh,40.55,-80.04,Singles,2015-06-19 13:48:14,active,143,open,12,2017-03-07 18:30:00,2
The Pittsburgh Raw Food Meetup Group,224739,Pittsburgh,40.55,-80.04,Food & Drink,2006-02-20 12:19:37,active,914,open,125,2017-11-18 19:30:00,1
Millionaire MasterMind for Entrepreneurs,22899072,Pittsburgh,40.55,-80.04,Career & Business,2017-03-15 20:14:39,active,139,open,15,2017-07-04 12:00:00,2
North Hills Business Referral Network,13484762,Pittsburgh,40.55,-80.04,Career & Business,2014-03-22 07:08:09,active,149,open,14,2015-01-14 08:00:00,1
Outdoor Tennis,3170512,Pittsburgh,40.55,-80.04,Sports & Recreation,2012-01-25 23:22:03,active,307,approval,1125,2017-10-22 09:30:00,8
45+ Fun Social Group,20644972,Pittsburgh,40.55,-80.04,Socializing,2016-10-07 19:49:26,active,576,open,4,2017-02-10 17:30:00,5
Footsteps for Recovery from Eating Disorders,20048071,Pittsburgh,40.55,-80.04,Support,2016-06-07 20:55:10,active,56,open,13,2017-02-27 19:00:00,4
The North Hills Board Games Meetup,615554,Pittsburgh,40.55,-80.04,Games,2007-08-11 09:45:02,active,664,open,168,2015-09-18 19:00:00,1
"Holistic Yoga, Music and Wellness, Southwestern PA",7269632,Houston,40.24,-80.22,Health & Wellbeing,2013-02-20 10:28:11,active,772,open,330,2017-12-19 19:00:00,2
Pittsburgh Indian Business Networking,19437176,Pittsburgh,40.48,-79.75,Career & Business,2016-01-25 23:09:59,active,44,open,0,,0
Pittsburgh French Bulldog Meetup,19568113,Allison Park,40.57,-79.97,Pets & Animals,2016-02-14 07:48:04,active,130,open,18,2017-12-18 19:00:00,9
BNI Western PA Coraopolis Forming Chapter,25634290,Coraopolis,40.51,-80.18,Career & Business,2017-08-25 09:39:43,active,21,open,1,2017-09-13 08:00:00,3
Moon Township- Faith Alive- Meetup,18461858,Coraopolis,40.51,-80.18,Religion & Beliefs,2015-02-25 22:02:00,active,50,open,4,2017-03-24 18:30:00,1
Zen Center of Pittsburgh - Deep Spring  Zen Temple Meetup,25471442,Sewickley,40.55,-80.15,Health & Wellbeing,2017-08-13 12:15:40,active,48,open,2,2017-09-03 08:00:00,2
Tea and Inspiration,22085254,Sewickley,40.55,-80.15,Socializing,2017-01-25 19:25:01,active,304,open,12,2017-12-22 19:00:00,2
pittsburgh Erlang Meetup,13313762,Sewickley,40.55,-80.15,Tech,2014-03-12 19:01:31,active,11,open,0,,0
Real Estate for Starters,26219413,Murrysville,40.45,-79.68,Career & Business,2017-10-10 09:50:40,active,27,open,5,2018-01-18 15:00:00,1
Sportsbike Anonymous,23455732,Murrysville,40.45,-79.68,Cars & Motorcycles,2017-04-27 09:00:51,active,38,open,5,2017-06-24 17:00:00,1
Family Fun Group,23215180,Murrysville,40.45,-79.68,Parents & Family,2017-04-08 21:43:19,active,142,open,8,2017-08-24 13:00:00,1
Activity Based Support for Young Widows and Widowers Meetup,22881815,Harrison City,40.38,-79.65,Support,2017-03-14 10:53:33,active,33,open,0,,0
Mindfulness Meetup Pittsburgh South,26371545,Belle Vernon,40.12,-79.84,Health & Wellbeing,2017-10-24 11:10:10,active,75,open,0,,0
Pittsburgh 9.12 Project,1388266,Wexford,40.62,-80.06,Movements & Politics,2009-02-20 09:36:02,active,931,open,728,2017-08-26 07:00:00,3
Wexford's LOVEAFFAIR Meetup,26149118,Wexford,40.62,-80.06,Religion & Beliefs,2017-10-04 07:31:18,active,4,approval,1,2017-10-05 18:00:00,1
Oily Goodness - Wexford Essential Oils,25999303,Wexford,40.62,-80.06,Health & Wellbeing,2017-09-20 21:50:14,active,10,open,0,,0
Free Home Buyer Workshop - Avoid mistakes most buyers make,25924446,Wexford,40.62,-80.06,Career & Business,2017-09-14 12:38:05,active,5,open,1,2017-09-27 18:00:00,1
"Pittsburgh International Food, Languages and Cultures Group",428580,Wexford,40.62,-80.06,Language & Ethnic Identity,2007-02-13 17:25:05,active,639,approval,239,2017-07-26 16:00:00,3
Reading Between the Wines in Wexford,22961989,Wexford,40.62,-80.06,Book Clubs,2017-03-21 13:37:31,active,76,open,6,2017-12-20 18:00:00,5
Wexford Healthy Weight Loss Group,20184522,Wexford,40.62,-80.06,Health & Wellbeing,2016-07-14 14:35:12,active,100,open,15,2017-12-02 08:00:00,2
Stepmom Support,27166586,Gibsonia,40.63,-79.95,Support,2018-01-15 12:33:41,active,1,open,0,,0
Blue House Academy of Metaphysics,26262308,Gibsonia,40.63,-79.95,New Age & Spirituality,2017-10-14 09:34:39,active,51,open,1,2017-11-19 18:00:00,9
Blue House Book Club,25947350,Gibsonia,40.63,-79.95,New Age & Spirituality,2017-09-16 12:36:50,active,5,approval,0,,0
The Oily Society,23064954,Gibsonia,40.63,-79.95,Health & Wellbeing,2017-03-30 17:01:37,active,80,open,13,2017-12-15 19:00:00,1
Greater Harmony Chorus,12978392,Gibsonia,40.63,-79.95,Music,2014-02-20 06:28:24,active,35,open,199,2018-01-16 18:45:00,1
"Constitutional Liberty, the Freedom of American citizenship",4233182,Jeannette,40.33,-79.61,Movements & Politics,2012-07-04 17:20:57,active,18,open,13,2016-04-30 12:00:00,1
Pittsburgh Area Creative Crafters,5296352,New Kensington,40.58,-79.72,Hobbies & Crafts,2012-10-08 12:09:24,active,412,open,274,2018-01-05 18:00:00,0
Pittsburgh Area Scrapbooking,321824,New Kensington,40.58,-79.72,Hobbies & Crafts,2006-09-09 22:42:57,active,270,open,56,2017-05-09 16:00:00,1
The Pittsburgh Jewelry Making Meetup Group,88017,New Kensington,40.58,-79.72,Hobbies & Crafts,2003-07-06 22:48:50,active,520,open,491,2018-01-18 15:00:00,1
Delmont Dining and Other Fun Stuff,20242000,Delmont,40.41,-79.57,Socializing,2016-07-30 15:47:15,active,102,open,51,2017-12-02 19:00:00,4
Pantsuit Nation Of Pittsburgh,21117011,Baden,40.64,-80.2,Movements & Politics,2016-11-10 07:09:29,active,77,open,0,,0
Essential Oil Lovers Of Pittsburgh,20146424,Baden,40.64,-80.2,Health & Wellbeing,2016-07-04 18:04:26,active,208,open,8,2016-12-24 16:00:00,1
"Laurel Harmony Chorus Group: Women, Fun, Singing,",8840592,Greensburg,40.3,-79.54,Music,2013-06-08 15:16:13,active,18,open,91,2018-01-18 19:00:00,1
3D CG Artists and Animators Meetup (Greensburg),26019456,Greensburg,40.3,-79.54,Movies & Film,2017-09-22 20:48:58,active,6,open,0,,0
The Steel Turtles Walking Club,25802608,Greensburg,40.3,-79.54,Outdoors & Adventure,2017-09-06 11:46:31,active,71,approval,3,2018-01-08 17:30:00,1
Young Adults group,4310942,Greensburg,40.3,-79.54,Religion & Beliefs,2012-07-15 09:37:47,active,288,open,110,2017-11-04 13:00:00,4
Greensburg Walking and Running Meetup,23713040,Greensburg,40.3,-79.54,Fitness,2017-05-10 20:22:56,active,29,approval,4,2017-07-15 08:00:00,2
Fighter Fitness,23460366,Greensburg,40.3,-79.54,Fitness,2017-04-27 16:24:06,active,119,open,11,2017-07-22 13:00:00,1
Greensburg Cultural Meetup,22947589,Greensburg,40.3,-79.54,Arts & Culture,2017-03-20 09:17:07,active,44,approval,5,2017-09-22 18:30:00,2
Coffee Talks  for Women in Westmoreland County,22117249,Greensburg,40.3,-79.54,Socializing,2017-01-27 16:50:25,active,93,approval,31,2017-12-31 07:00:00,1
Greensburg Young Adult Meetups,21829596,Greensburg,40.3,-79.54,Socializing,2017-01-10 07:54:15,active,13,approval,28,2017-12-31 07:00:00,1
Greensburgers with questions about life faith & God,21688478,Greensburg,40.3,-79.54,Religion & Beliefs,2016-12-26 19:17:46,active,38,open,4,2017-04-11 17:30:00,2
Westmoreland Production and Inventory Control Professionals,20715622,Greensburg,40.3,-79.54,Career & Business,2016-10-13 15:41:26,active,5,approval,0,,0
Westmoreland Open Hack,13038502,Greensburg,40.3,-79.54,Tech,2014-02-23 23:07:33,active,32,approval,32,2015-11-23 19:00:00,7
Women's Small Business Association - Westmoreland County,1485890,Greensburg,40.3,-79.54,Career & Business,2009-07-08 00:13:28,active,203,open,183,2018-01-18 13:00:00,2
Moms@Play,578390,Greensburg,40.3,-79.54,Parents & Family,2007-07-20 06:49:04,active,41,approval,4408,2017-11-17 09:30:00,6
Lost My Job Over 50 Now What,25473315,Aliquippa,40.6,-80.29,Career & Business,2017-08-13 16:13:21,active,32,open,0,,0
Body & Soul: Lets get fit,25429938,Aliquippa,40.6,-80.29,Health & Wellbeing,2017-08-09 20:46:55,active,90,open,0,,0
Western Pittsburgh Ensemble voices,26395633,Burgettstown,40.41,-80.43,Music,2017-10-26 13:06:57,active,18,approval,1,2017-11-16 19:00:00,1
Jiu-Jitsu Training,26006273,Burgettstown,40.41,-80.43,Sports & Recreation,2017-09-21 15:31:45,active,16,open,1,2017-09-24 18:00:00,1
Annual Charity BBQ,24860955,Burgettstown,40.41,-80.43,Community & Environment,2017-07-06 13:21:59,active,6,open,1,2017-07-08 12:00:00,1
Valencia Sports and Recreation Meetup,25896002,Valencia,40.7,-79.92,Sports & Recreation,2017-09-12 10:43:33,active,1,open,0,,0
Valencia UltraFooz Meetup,25694782,Valencia,40.7,-79.92,Games,2017-08-29 10:49:20,active,20,open,3,2017-10-14 14:00:00,2
Cranberry Area Small Business Networking,19769445,Cranberry Twp,40.71,-80.11,Outdoors & Adventure,2016-03-28 15:54:58,active,844,open,16,2017-11-22 17:45:00,1
The Pittsburgh MINI Cooper Meetup Group,1395018,Cranberry Twp,40.71,-80.11,Cars & Motorcycles,2009-02-27 20:02:44,active,691,open,515,2017-12-03 13:00:00,13
North Pittsburgh Entrepreneurs,26882710,Cranberry Twp,40.71,-80.11,Career & Business,2017-12-15 22:15:38,active,36,open,1,2018-01-17 09:00:00,1
Real Estate Agent 101,26327190,Cranberry Twp,40.71,-80.11,Career & Business,2017-10-20 10:39:51,active,3,open,1,2017-11-11 12:00:00,1
Cranberry Twp. Referral Group,1270543,Cranberry Twp,40.71,-80.11,Career & Business,2008-08-27 13:20:17,active,706,open,454,2017-08-09 11:00:00,1
BNI Western PA Business Builders,25527349,Cranberry Twp,40.71,-80.11,Career & Business,2017-08-18 07:02:44,active,45,open,23,2018-01-23 07:30:00,1
"Z125s, Groms, and Ruckus Riders",23767715,Cranberry Twp,40.71,-80.11,Cars & Motorcycles,2017-05-14 15:17:49,active,18,open,4,2017-09-20 16:00:00,1
Pittsburgh Area Singles Group--North,3815252,Cranberry Twp,40.71,-80.11,Singles,2012-05-07 08:34:37,active,471,open,37,2017-06-29 16:30:00,3
Pittsburgh Mass Mob,14957372,Cranberry Twp,40.71,-80.11,Religion & Beliefs,2014-06-08 14:37:48,active,353,open,32,2017-09-24 10:00:00,9
Cranberry Twp Dining Out and Social Meetup,20153762,Cranberry Twp,40.71,-80.11,Socializing,2016-07-06 15:26:13,grace,280,open,20,2017-12-13 17:30:00,11
Fayette County Parents meetup,26936020,Smock,39.99,-79.78,Parents & Family,2017-12-22 02:36:51,active,9,open,0,,0
Connellsville Outdoors Meetup,20272876,Connellsville,40.03,-79.59,Outdoors & Adventure,2016-08-02 17:15:11,active,49,open,0,,0
Learn Swift Ohio Valley,26717409,Weirton,40.42,-80.56,Tech,2017-11-27 12:39:32,active,6,open,0,,0
Armored Up,20456317,Weirton,40.42,-80.56,Religion & Beliefs,2016-09-22 17:13:04,active,8,approval,2,2017-10-15 14:00:00,1
Beaver Tai Chi Meetup,26738056,Beaver,40.7,-80.36,Health & Wellbeing,2017-11-29 13:00:15,active,23,open,1,2017-12-09 10:30:00,2
Beaver Active Dogs Meetup,24319121,Beaver,40.7,-80.36,Pets & Animals,2017-06-06 15:29:19,active,50,open,1,2017-06-13 17:00:00,5
Beaver Hidden Gems,24336825,Beaver,40.7,-80.36,Food & Drink,2017-06-07 12:09:27,active,140,open,5,2017-10-25 17:00:00,6
Beaver American Sign Language Meetup,23144701,Beaver,40.7,-80.36,Support,2017-04-04 11:19:52,active,17,open,7,2017-09-10 13:00:00,6
Beaver County LGBT Christians,16837142,Beaver,40.7,-80.36,LGBT,2014-09-06 17:18:29,active,1,approval,1,2014-09-24 18:00:00,1
Beaver County Unitarian Universalist Community,22714680,Beaver,40.7,-80.36,New Age & Spirituality,2017-03-01 19:32:45,active,39,open,7,2018-01-07 18:00:00,1
Beaver County Real Estate Investors Association Meetup,19968635,Beaver,40.7,-80.36,Career & Business,2016-05-18 12:34:55,active,80,open,30,2018-01-16 19:00:00,1
Women's Small Business Association - Beaver County,1488517,Beaver,40.7,-80.36,Career & Business,2009-07-12 21:48:51,active,119,open,111,2017-12-13 17:00:00,1
Latrobe Healthy Weight Loss Meetup,25483285,Latrobe,40.31,-79.38,Health & Wellbeing,2017-08-14 15:42:00,active,42,open,1,2017-09-12 17:30:00,12
Latrobe Healing Power of Music Meetup,23721132,Latrobe,40.31,-79.38,New Age & Spirituality,2017-05-11 10:13:50,active,104,open,6,2017-09-19 18:00:00,10
Butler ARS Self-Defense Meetup,27101509,Butler,40.86,-79.9,Sports & Recreation,2018-01-09 10:46:45,active,12,open,0,,0
The Pittsburgh Artist Trading Cards Meetup Group,11382,Butler,40.86,-79.9,Hobbies & Crafts,2004-01-16 20:21:47,active,86,open,97,2017-08-19 12:00:00,1
"Who Me, Become a Real Estate Agent ??",26370326,Butler,40.86,-79.9,Career & Business,2017-10-24 09:00:03,active,8,open,8,2018-01-18 14:00:00,1
Agnostic and free thinking about religion,20277335,Butler,40.86,-79.9,Religion & Beliefs,2016-08-03 21:23:01,active,94,open,2,2016-10-26 18:00:00,1
Hot Yoga Butler,20146484,Butler,40.86,-79.9,Health & Wellbeing,2016-07-04 18:24:33,active,147,open,46,2018-01-06 09:30:00,2
WSBA - Fayette County,1634521,Uniontown,39.86,-79.76,Career & Business,2010-04-21 20:12:28,active,31,open,21,2015-07-20 17:00:00,1
BNI Western PA Ultimate Chapter,25583070,Uniontown,39.86,-79.76,Career & Business,2017-08-22 06:57:51,active,14,open,21,2018-01-23 07:00:00,1
Tri-State (OH/WV/PA) ePaper Cutter Crafts Meetup,18439468,Steubenville,40.38,-80.7,Hobbies & Crafts,2015-02-16 16:08:23,active,26,approval,32,2018-01-21 13:00:00,1
EC Area Bloggers Group,26060597,Ellwood City,40.86,-80.27,Tech,2017-09-26 12:17:22,active,3,open,0,,0
Handmade Greeting Cards Meetup,18459133,Steubenville,40.37,-80.71,Hobbies & Crafts,2015-02-24 19:04:37,active,25,approval,32,2018-01-18 18:30:00,1
Medical Cannabis Patient Support Group,26102413,Ligonier,40.22,-79.22,Health & Wellbeing,2017-09-30 08:55:46,active,11,open,3,2017-11-15 19:00:00,0
Tri-State Patriots,18902357,Wellsville,40.63,-80.67,Movements & Politics,2015-09-05 14:24:22,active,10,open,3,2015-10-17 17:00:00,3
Pyles Elite -  Kangoo Jumps Meetup,26627561,Wheeling,40.07,-80.69,Fitness,2017-11-17 15:23:51,active,1,open,0,,0
Wheeling Investing Meetup,26076260,Wheeling,40.07,-80.69,Career & Business,2017-09-27 20:47:32,active,7,open,0,,0
Wheeling Naturism Meetup,22796489,Wheeling,40.07,-80.69,Lifestyle,2017-03-06 12:02:51,active,41,open,3,2017-09-07 18:00:00,2
Ohio Valley Social Peeps!,20443328,Wheeling,40.07,-80.69,Socializing,2016-09-19 11:51:05,active,308,open,29,2017-03-18 17:00:00,7
Outdoor Adult Basketball League!,25218357,Robinson,40.41,-79.14,Sports & Recreation,2017-07-29 19:34:13,active,17,open,3,2017-09-17 11:00:00,1
Ladies of Robinson Book Club,24944708,Robinson,40.41,-79.14,Book Clubs,2017-07-11 15:52:17,active,16,approval,1,2017-07-27 18:30:00,4
Ohiopyle Events & activities Meetup,19847263,Ohiopyle,39.83,-79.45,Fitness,2016-04-16 11:00:09,active,333,open,69,2017-10-19 17:00:00,4
Holistic Health Enthusiasts,26497138,Indiana,40.62,-79.16,Health & Wellbeing,2017-11-04 19:53:44,active,50,open,1,2017-11-11 13:00:00,1
Indiana MOVE,24898873,Indiana,40.62,-79.16,Fitness,2017-07-08 19:20:25,active,41,open,17,2017-08-26 08:00:00,1
Indiana County Woodturners Association,18157852,Indiana,40.62,-79.16,Hobbies & Crafts,2014-11-08 10:02:27,active,50,open,30,2018-01-09 18:30:00,1
Live TRUE Empowerment Life Coaching Group,22910235,Indiana,40.62,-79.16,Health & Wellbeing,2017-03-16 18:30:50,active,28,approval,3,2017-10-28 17:00:00,1
Embrace the Truth Circle,18306217,Indiana,40.62,-79.16,New Age & Spirituality,2015-01-06 10:22:19,grace,50,open,21,2015-10-08 17:30:00,2
Indiana PA Permaculture Guild,22338149,Indiana,40.62,-79.16,Community & Environment,2017-02-11 13:18:58,active,63,open,9,2017-10-08 13:00:00,2
Indiana COPD/slow movers Group,20841008,Indiana,40.62,-79.16,Outdoors & Adventure,2016-10-21 14:10:16,active,11,approval,0,,0
Oily Goodness - Health & Fitness with Essential Oils!,26225633,New Castle,40.99,-80.34,Health & Wellbeing,2017-10-10 20:50:35,active,44,open,1,2017-10-18 17:15:00,1
New Castle Stand Up Paddle Boarding Meetup,24478274,New Castle,40.99,-80.34,Sports & Recreation,2017-06-15 08:51:42,active,20,open,5,2017-08-13 14:00:00,1
Open Door Hangout,23145095,New Castle,40.99,-80.34,LGBT,2017-04-04 11:49:58,active,109,open,8,2018-01-13 16:00:00,1
Beyond 45,19362309,Morgantown,39.64,-79.95,Socializing,2016-01-18 17:41:48,active,45,approval,27,2017-09-06 18:00:00,3
Morgantown Skeptics in the Pub,6901362,Morgantown,39.64,-79.95,Education & Learning,2013-01-28 16:22:07,active,10,open,75,2016-12-08 18:00:00,1
Survivors Offering Support (SOS): Trauma Recovery Groups,12676862,Morgantown,39.64,-79.95,Support,2014-02-02 10:11:58,active,19,open,1,2014-02-15 11:00:00,3
WV/PA Autism Support Group,12798872,Morgantown,39.64,-79.95,Support,2014-02-09 16:49:15,active,23,open,1,2014-02-22 11:00:00,2
Morgantown Writer's Accountability Meetup,26412627,Morgantown,39.63,-79.96,Writing,2017-10-27 22:18:29,active,22,open,2,2017-11-12 15:15:00,3
Morgantown doTERRA Essential Oils,26315322,Morgantown,39.63,-79.96,Career & Business,2017-10-19 07:20:51,active,12,open,1,2017-10-21 12:00:00,1
West Virginia Friends of Satan,25842517,Morgantown,39.63,-79.96,Education & Learning,2017-09-08 15:27:18,grace,26,open,2,2017-11-25 16:00:00,1
West Virginia Sierra Club,19135044,Morgantown,39.63,-79.96,Outdoors & Adventure,2015-11-18 18:25:09,active,136,approval,84,2017-11-18 10:00:00,0
Build Guild Morgantown,24983520,Morgantown,39.63,-79.96,Tech,2017-07-14 11:54:52,active,63,open,13,2018-01-08 18:00:00,1
Morgantown Astronomy Meetup,18578820,Morgantown,39.63,-79.96,Education & Learning,2015-05-06 07:58:57,active,49,open,0,,0
"Monongahela Freethinkers: Atheism, Skepticism, Humanism",8790672,Morgantown,39.63,-79.96,Religion & Beliefs,2013-06-05 00:10:07,active,306,open,74,2017-11-16 18:30:00,3
