name,urlname,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Young Black Professionals in Pittsburgh Meetup,Young-Black-Professionals-in-Pittsburgh-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2016-08-17 22:54:39,active,268,approval,41,2017-12-16 22:00:00,5
Pittsburgh Epilepsy Meetup,Pittsburgh-Epilepsy-Meetup,Pittsburgh,40.47,-79.95,Support,2016-08-10 14:26:25,active,44,open,16,2017-12-16 13:00:00,1
Pittsburgh Inklings,Pittsburgh-Inklings,Pittsburgh,40.47,-79.95,Writing,2016-05-27 10:14:56,active,88,open,16,2017-11-29 19:00:00,6
Performance Bicycle Great Ride Series: Pittsburgh,Performance-Bicycle-Great-Ride-Series-Pittsburgh,Pittsburgh,40.47,-79.92,Outdoors & Adventure,2014-04-04 21:10:14,active,1408,open,361,2018-01-24 20:30:00,3
Pittsburgh Young Survival Coalition Face 2 Face Networking,Pittsburgh-Young-Survival-Coalition-Face-2-Face-Networking,Pittsburgh,40.47,-79.92,Support,2014-03-19 14:45:39,active,51,approval,42,2017-11-02 19:00:00,3
The Millvale House's Meetup Group Page,TheMillvaleHouse,Pittsburgh,40.5,-79.98,New Age & Spirituality,2017-10-25 09:30:21,active,47,approval,15,2018-01-22 20:00:00,3
Vintage Wine Meetup Group,Vintage-Wine-Meetup-Group,Canonsburg,40.27,-80.15,Food & Drink,2016-06-28 14:35:22,active,256,open,8,2017-10-03 18:00:00,9
Southwest Business Women in The Network,Southwest-Business-Women-in-The-Network,Canonsburg,40.27,-80.15,Career & Business,2017-04-01 12:59:24,active,91,open,69,2018-01-18 09:30:00,1
Oils Inspire Life,Oils-Inspire-Life,Canonsburg,40.27,-80.15,Health & Wellbeing,2016-09-29 14:04:15,active,165,open,44,2018-01-23 20:00:00,2
Pittsburgh Grief Support Meetup,Pittsburgh-Grief-Support-Meetup,Pittsburgh,40.5,-79.91,Support,2014-09-15 16:37:14,active,283,open,28,2018-01-01 18:00:00,2
Sport Bike Alliance,TheSBA,Pittsburgh,40.5,-80.07,Cars & Motorcycles,2014-01-25 14:37:48,grace,210,approval,116,2018-01-10 08:00:00,3
Cybersecurity 4 Every1,Cybersecurity-4-Every1,Glenshaw,40.52,-79.95,Tech,2018-01-16 10:14:52,active,9,open,1,2018-01-24 19:00:00,3
Yoga on the Rock,Yoga-on-the-Rock,Oakdale,40.39,-80.2,Health & Wellbeing,2017-03-08 16:10:09,active,138,approval,76,2017-09-19 18:00:00,2
Mon Valley Writers Group,Mon-Valley-Writers-Group,Charleroi,40.13,-79.92,Writing,2017-03-08 16:09:07,active,76,open,9,2017-11-26 19:00:00,3
Sewickley Area Social Group,SocialSewickley,Sewickley,40.55,-80.15,Socializing,2018-01-07 13:32:38,active,43,open,3,2018-01-22 22:00:00,1
Real Estate for Starters,Real-Estate-for-Starters,Murrysville,40.45,-79.68,Career & Business,2017-10-10 10:50:40,active,27,open,6,2018-01-25 16:00:00,1
Three Rivers Electric Vehicle Association,Three-Rivers-Electric-Vehicle-Association,Murrysville,40.45,-79.68,Cars & Motorcycles,2013-04-24 00:10:22,active,40,open,63,2018-01-20 18:00:00,4
"Pittsburgh International Food, Languages and Cultures Group",Pittsburgh-International,Wexford,40.62,-80.06,Language & Ethnic Identity,2007-02-13 18:25:05,active,639,approval,239,2017-07-26 17:00:00,3
Let's Start a Career in Real Estate,Lets-Talk-About-Starting-a-Career-in-Real-Estate,Greensburg,40.3,-79.54,Career & Business,2017-10-25 13:22:07,active,25,open,2,2018-01-23 13:00:00,3
Cranberry Twp Empty Nesters Meetup,Cranberry-Twp-Empty-Nesters-Meetup,Cranberry Twp,40.71,-80.11,Socializing,2017-07-15 16:44:16,active,47,open,6,2018-01-12 12:00:00,3
Butler County Indie Authors Club,Butler-County-Indie-Authors-Club,Cranberry Twp,40.71,-80.11,Education & Learning,2017-12-11 15:48:37,active,21,open,1,2018-01-13 14:00:00,6
Fayette County Singles Meetup,Fayette-County-Singles-Meetup,Smock,39.99,-79.78,Dancing,2017-12-22 04:58:54,active,47,approval,1,2018-01-06 19:00:00,3
Butler ARS Self-Defense Meetup,Butler-ARS-Self-Defense-Meetup,Butler,40.86,-79.9,Sports & Recreation,2018-01-09 11:46:45,active,12,open,0,,0
STEUBENVILLE for LIBERTY,steubenville4liberty,Steubenville,40.37,-80.71,Movements & Politics,2007-09-29 02:28:40,active,116,open,251,2018-01-09 19:30:00,3
Connect to Your Intuition and Spirit Guides,Connect-to-Your-Intuition-and-Spirit-Guides,New Castle,40.99,-80.34,New Age & Spirituality,2012-09-30 14:29:37,active,710,open,297,2018-01-25 10:00:00,1
North Central West Virginia Just Do Something Group,Morgantown-Just-Do-Something-Group,Morgantown,39.64,-79.95,Parents & Family,2011-04-13 18:44:44,active,524,open,1097,2018-01-24 19:15:00,1
Pittsburgh Travel Club - On the Road Again!,traveladventures-com,Pittsburgh,40.4,-79.97,Outdoors & Adventure,2011-12-02 03:14:16,active,1068,open,26,2017-12-31 20:00:00,7
The Founding Moms' Exchange: Pittsburgh!,FoundingMoms-Pittsburgh,Pittsburgh,40.38,-80.04,Career & Business,2010-12-09 13:08:17,active,130,open,84,2018-01-05 11:00:00,1
The Authors' Zone-Book Production Meetup,Book-Production-Meetup,Pittsburgh,40.4,-80.02,Writing,2015-07-08 14:14:45,active,257,open,46,2018-01-23 09:00:00,1
Pittsburgh Gaming @ LFG,Pittsburgh-Gaming,Pittsburgh,40.4,-80.02,Games,2017-05-22 13:36:40,active,226,open,40,2018-01-24 20:00:00,2
Pittsburgh 3D Printing Meetup,Pittsburgh-3D-Printing-Meetup,Pittsburgh,40.36,-80.06,Tech,2016-03-07 21:48:20,active,265,open,20,2018-01-02 19:00:00,1
Pittsburgh Caregiver and Senior Connection,caregiverconnection,Pittsburgh,40.38,-80.07,Support,2010-11-17 21:59:26,active,240,open,249,2017-11-10 10:00:00,0
Pittsburgh Life Hackers Meetup,Pittsburgh-Life-Hackers-Meetup,Pittsburgh,40.43,-79.92,Hobbies & Crafts,2015-03-10 20:41:32,active,1211,open,78,2017-12-07 20:00:00,16
Pittsburgh Desi,Pittsburgh-Desi,Pittsburgh,40.44,-79.95,Socializing,2010-12-26 14:43:45,active,1246,open,285,2017-12-08 20:00:00,2
Hadoop Users Group Pittsburgh,HUG-Pittsburgh,Pittsburgh,40.44,-79.95,Tech,2009-09-27 21:28:34,active,724,open,58,2017-04-18 21:00:00,1
Pittsburgh Transmission Meditation,Pittsburgh-Transmission-Meditation,Pittsburgh,40.44,-79.95,New Age & Spirituality,2009-11-14 14:22:20,active,504,open,441,2018-01-22 20:00:00,1
Pittsburgh Tantra,PittsburghTantra,Pittsburgh,40.43,-80.05,New Age & Spirituality,2016-01-20 12:05:38,active,296,open,13,2018-01-13 14:00:00,5
Bicycling Pittsburgh,bicyclingpgh,Pittsburgh,40.45,-79.99,Fitness,2008-03-13 19:10:45,active,2737,open,925,2017-11-17 19:45:00,16
Pittsburgh Informatica User Group,Pittsburgh-Informatica-User-Group,Pittsburgh,40.45,-79.99,Tech,2015-10-05 23:50:13,active,327,open,6,2017-11-02 12:00:00,25
Dale Carnegie Training in Pittsburgh,Dale-Carnegie-Training-Pittsburgh,Pittsburgh,40.45,-79.99,Career & Business,2016-11-12 16:13:32,active,108,approval,26,2018-01-25 19:00:00,1
Western PA Kayaking,Western-PA-Kayaking,Pittsburgh,40.45,-79.99,Outdoors & Adventure,2014-03-10 09:10:20,active,2296,open,95,2017-09-23 12:00:00,4
The Sketchbook Society of Southwestern Pennsylvania,sketchbook-swpa,Pittsburgh,40.45,-79.99,Arts & Culture,2013-12-29 17:00:34,active,232,open,76,2017-12-03 14:00:00,8
Pittsburgh Polymer Clay Meetup,Pittsburgh-Polymer-Clay-Meetup,Pittsburgh,40.43,-79.89,Hobbies & Crafts,2015-03-15 13:11:08,active,113,open,36,2018-01-21 11:00:00,2
"Tai Chi, Qigong and Meditation by Standing Crane, LLC",Tai-Chi-Qigong-and-Meditation-by-Standing-Crane-LLC,Pittsburgh,40.43,-79.89,Health & Wellbeing,2017-02-21 06:36:18,active,108,approval,89,2018-01-24 20:00:00,2
Pittsburgh Magui Bagua Study Group,Pittsburgh-Magui-Bagua-Study-Group,Pittsburgh,40.44,-80.07,Fitness,2014-02-04 18:07:46,active,59,open,181,2018-01-21 12:30:00,2
Pittsburgh Attachment Parenting Community,Pittsburgh-Attachment-Parenting,Pittsburgh,40.45,-79.91,Parents & Family,2008-07-25 20:59:49,active,303,approval,1354,2017-11-16 11:00:00,5
Pittsburgh JavaScript,Pittsburgh-JavaScript,Pittsburgh,40.45,-79.91,Tech,2013-04-01 14:14:43,active,744,open,29,2017-06-06 19:00:00,29
Gymnosophy Pittsburgh,Gymnosophy-Pittsburgh,Pittsburgh,40.45,-79.91,Lifestyle,2013-09-15 03:48:09,active,121,open,48,2018-01-20 21:00:00,2
Pittsburgh Cross Country Skiers (sponsored by PACCSA),Pittsburgh-Cross-Country-Skiers-sponsored-by-PACCSA,Pittsburgh,40.47,-79.96,Outdoors & Adventure,2014-09-07 22:58:36,active,243,open,34,2018-01-13 11:00:00,1
Alternative musicians and enthusiasts,Alternative-musicians-and-enthusiasts,North Versailles,40.39,-79.83,Music,2017-09-18 20:06:35,active,42,open,1,2017-10-06 17:35:00,2
Pittsburgh Chinese Language and Culture Meetup,Pittsburgh-Chinese-Language-and-Culture-Meetup,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2016-02-12 14:29:50,active,342,open,162,2018-01-20 16:00:00,2
"YA RISE - Radically Inclusive, Spiritually Enriching",YA-RISE-Radically-Inclusive-Spiritually-Enriching,Pittsburgh,40.47,-79.95,New Age & Spirituality,2018-01-05 19:16:24,active,29,open,0,,0
Pittsburgh Ex-Jehovah's Witnesses Meetup,Pittsburgh-Ex-Jehovahs-Witnesses-Meetup,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-12-03 23:47:22,active,8,open,0,,0
Pittsburgh Weekday Wiffle Ball,Pittsburgh-Weekday-Wiffle-Ball,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-07-19 07:09:48,active,50,open,1,2017-08-10 18:30:00,1
BNI Western PA Allegheny Valley Chapter,BNI-Western-PA-Allegheny-Valley-Chapter,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 08:37:59,active,34,open,21,2018-01-26 09:15:00,1
PCY - Pittsburgh's Curious Youth,PCY-Pittsburghs-Curious-Youth-18-28,Pittsburgh,40.47,-79.95,Games,2017-08-03 14:04:10,active,47,approval,9,2018-01-11 19:00:00,2
Young Adult Book Club,meetup-group-PkMOSGwd,Pittsburgh,40.47,-79.95,Book Clubs,2017-12-06 21:59:23,active,50,open,1,2017-12-17 13:00:00,2
Women's Conscious Evolution - As Within So Without,Conscious-Evolution-As-Within-So-Without,Pittsburgh,40.47,-79.95,New Age & Spirituality,2017-03-11 21:19:23,active,253,open,8,2017-11-04 15:00:00,9
Greater Pittsburgh Square and Modern Pattern Dance Group,Greater-Pittsburgh-Square-and-Modern-Pattern-Dance-Group,Pittsburgh,40.47,-79.95,Dancing,2015-08-16 19:36:39,active,543,open,349,2018-01-24 20:00:00,1
Drops of JOY Wellness Classes,Drops_of_Joy,Pittsburgh,40.47,-79.95,Health & Wellbeing,2015-02-20 18:51:04,active,477,open,85,2018-01-12 18:30:00,2
Pittsburgh Real Estate Alliances,Pittsburgh-Real-Estate-Alliances,Pittsburgh,40.47,-79.95,Career & Business,2017-09-22 11:17:09,active,50,open,1,2017-10-06 18:00:00,1
Steel City Cosplay Meetup,Steel-City-Cosplay-Meetup,Pittsburgh,40.47,-79.95,Sci-Fi & Fantasy,2017-06-28 23:11:32,active,81,open,5,2017-11-16 19:00:00,2
"Next Gen Native Hadoop Big Data Apex Users Group, Pittsburgh",Apex-Users-Group-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2016-07-06 01:45:00,active,135,open,75,2017-11-16 12:00:00,3
East End Entrepreneurs ~ Successful Women Collaborating!,East-End-Entrepreneurs-Women-Collaborating-for-Success,Pittsburgh,40.47,-79.95,Career & Business,2017-09-27 15:49:52,active,34,open,7,2018-01-05 11:30:00,4
Pittsburgh Energy Technology Meet Up,Pittsburgh-Energy-Technology-Meet-Up,Pittsburgh,40.47,-79.95,Career & Business,2017-04-14 12:45:57,active,41,open,1,2017-04-18 18:00:00,1
Pittsburgh Aerial Arts & Acro Balance,Pittsburgh-Aerial-Arts-Acro-Balance,Pittsburgh,40.47,-79.95,Fitness,2016-05-25 14:44:24,active,104,open,55,2018-01-23 19:30:00,2
L3 Leadership,L3Leadership,Pittsburgh,40.47,-80.02,Career & Business,2015-06-26 07:57:18,active,50,open,30,2018-01-20 09:30:00,2
Unique Pittsburgh,Unique-Pittsburgh,Pittsburgh,40.47,-80.02,Socializing,2017-03-20 10:44:47,active,213,open,13,2018-01-06 19:00:00,2
Single Introverts of Pittsburgh,Introverts-of-Pittsburgh,Pittsburgh,40.47,-80.02,Socializing,2015-04-06 15:20:22,active,941,open,30,2017-12-16 08:30:00,3
Pittsburgh Essential Oils and Holistic Living Meetup,Pittsburgh-Essential-Oils-and-Holistic-Living-Meetup,Pittsburgh,40.5,-80.07,Health & Wellbeing,2016-02-02 13:06:34,active,97,open,6,2016-06-12 15:00:00,1
Greater Pittsburgh Celiac & Gluten Free Living  Meetup Group,Greater-Pittsburgh-Celiac-Meetup-Group,Pittsburgh,40.5,-80.07,Food & Drink,2010-02-09 16:36:10,active,445,open,126,2018-01-03 10:00:00,2
Pittsburgh Preppers,Prepper-Friends,Pittsburgh,40.52,-80.04,Community & Environment,2016-08-02 23:45:19,active,54,approval,11,2017-12-10 17:00:00,5
Sports Monster FC Pittsburgh,sportsmonsterfcpittsburgh,Monroeville,40.43,-79.76,Sports & Recreation,2012-04-30 12:24:24,active,814,open,138,2017-10-20 16:30:00,4
East Suburban Spiritual Connection,EastSuburbanSpiritualConnection,Monroeville,40.43,-79.76,Health & Wellbeing,2014-01-16 22:26:07,active,89,open,23,2018-01-10 20:00:00,3
Habitat for Humanity Allegheny Valley,Habitat-for-Humanity-Allegheny-Valley,Oakmont,40.52,-79.83,Community & Environment,2017-08-04 19:51:32,active,74,open,10,2017-11-04 21:00:00,1
WomanSpeak Pittsburgh,WomanSpeak-Pittsburgh,Pittsburgh,40.55,-80.04,Career & Business,2018-01-02 22:19:17,active,16,open,1,2018-01-24 12:00:00,1
ACRE of Pittsburgh,ACRE-of-Pittsburgh,Pittsburgh,40.55,-80.04,Career & Business,2013-11-11 14:28:40,active,345,approval,59,2018-01-09 20:00:00,5
Pittsburgh Survivors Walk and Talk,Pittsburgh-Survivors-Walk-and-Talk,Pittsburgh,40.48,-79.75,Fitness,2017-10-29 16:06:47,active,66,open,2,2017-12-02 11:30:00,15
Ohio River W.H.E.E.L. Meeting,Ohio-River-W-H-E-E-L-Meeting,Coraopolis,40.51,-80.18,New Age & Spirituality,2017-10-16 21:10:51,active,40,open,38,2018-01-20 14:30:00,2
912Murrysville,912Murrysville,Murrysville,40.45,-79.68,Movements & Politics,2011-08-16 21:30:05,active,144,open,76,2018-01-18 20:00:00,3
Half Fast Social Cycling in the Burg,Half-Fast-Social-Cycling-in-the-Burg,Washington,40.18,-80.25,Outdoors & Adventure,2015-03-24 01:25:49,active,125,open,63,2017-12-16 09:00:00,0
WSBA - Washington County,WSBA-Washington-County,Washington,40.18,-80.25,Career & Business,2010-05-28 10:47:16,active,115,open,83,2018-01-25 18:30:00,2
Let's Start a Real Estate Career,Get-Started-in-Real-Estate-Career,Wexford,40.62,-80.06,Career & Business,2017-11-01 10:29:25,active,16,open,5,2018-01-25 16:00:00,2
Mommy's Time Out,meetup-group-OImDyaWa,Wexford,40.62,-80.06,Parents & Family,2018-01-23 21:32:22,active,6,open,1,2018-01-24 10:30:00,1
Jeannette/Greensburg Small Breed Dogs Meetup,Jeannette-Greensburg-Small-Breed-Dogs-Meetup,Jeannette,40.33,-79.61,Pets & Animals,2017-06-02 09:11:40,active,33,open,1,2017-06-17 13:00:00,0
Western Pa Phalcon PHP User Group,Western-Pa-Phalcon-PHP,Greensburg,40.3,-79.54,Tech,2016-11-11 16:31:57,active,12,open,8,2017-10-26 18:00:00,3
Mars Health & Wellness,Mars-Health-Wellness-Meetup,Mars,40.7,-80.07,Health & Wellbeing,2017-05-02 09:37:52,active,77,open,27,2018-01-02 18:45:00,2
"Cupid's Chase 2018- Butler, PA",Cupids-Chase-2018-Butler-PA,Butler,40.86,-79.9,Fitness,2017-08-25 09:44:05,active,42,open,0,,0
Butler Personal Development for Business Success Meetup,Butler-Personal-Development-for-Business-Success-Meetup,Butler,40.86,-79.9,Career & Business,2017-08-01 12:25:54,active,43,open,6,2018-01-17 19:00:00,1
Women's Small Business Association - Butler County,WSBA-Butler-County,Butler,40.86,-79.9,Career & Business,2009-09-16 08:09:51,active,98,open,107,2018-01-25 18:30:00,2
Northern Pittsburgh Area Networking Group,Northern-Pittsburgh-Area-Networking-Group,Butler,40.86,-79.9,Career & Business,2017-01-15 08:37:26,active,37,approval,23,2018-01-11 13:30:00,2
Ohio Valley Vegetarian / Vegan Meetup,WheelingVeg,Wheeling,40.07,-80.69,Food & Drink,2009-07-13 21:41:52,active,320,open,191,2017-12-17 14:00:00,11
Ohio Valley Outdoor Enthusiasts,Ohio-Valley-Outdoor-Enthusiasts,Wheeling,40.07,-80.69,Outdoors & Adventure,2016-09-22 22:58:15,active,50,open,10,2018-01-26 18:00:00,3
"Follow Me (Indiana, PA)",Follow-Me,Indiana,40.62,-79.16,Socializing,2016-11-18 13:49:21,active,106,approval,74,2018-01-16 20:00:00,1
Build Guild Morgantown,build-guild-morgantown,Morgantown,39.63,-79.96,Tech,2017-07-14 12:54:52,active,63,open,13,2018-01-08 19:00:00,1
TJ Sweet,TJ-Sweet,Pittsburgh,40.35,-79.98,Socializing,2017-03-14 17:15:42,active,15,approval,2,2017-07-15 13:30:00,6
All Things Aquatic_Pittsburgh Divers Meetup,All-Things-Aquatic_Pittsburgh-Divers-Meetup,Pittsburgh,40.37,-80.02,Outdoors & Adventure,2014-12-10 13:30:29,active,165,open,16,2017-04-08 07:00:00,2
Pittsburgh CUBA Meetup,Pittsburgh-CUBA-Meetup,Pittsburgh,40.4,-79.97,Movements & Politics,2016-04-01 16:19:38,active,74,open,20,2017-12-04 18:30:00,6
Pittsburgh Environmentalists 12.0,Pittsburgh-Environmentalists-12-0,Pittsburgh,40.4,-79.97,Community & Environment,2013-07-08 10:47:00,active,732,open,54,2017-10-11 18:00:00,1
Fat Positive Pittsburgh,Fat-Positive-Pittsburgh,Pittsburgh,40.4,-79.97,Support,2016-02-16 15:46:48,active,126,open,11,2017-10-09 19:00:00,5
Events at Work Hard Pittsburgh,Events-at-Work-Hard-Pittsburgh,Pittsburgh,40.4,-79.97,Career & Business,2013-05-03 08:36:43,active,582,open,43,2017-01-18 18:00:00,7
PGH Crowd-Funding,PGH-Crowd-Funding,Pittsburgh,40.4,-79.97,Career & Business,2012-07-20 12:05:13,active,131,open,12,2015-07-24 18:30:00,11
PittMesh Working Group,pittmeshworkinggroup,Pittsburgh,40.4,-79.97,Tech,2015-10-10 20:13:37,active,163,open,50,2017-02-03 16:15:00,3
node.pgh,Pittsburgh-Node-js,Pittsburgh,40.4,-79.97,Tech,2012-01-26 22:11:46,active,585,open,29,2017-05-09 19:00:00,35
Pittsburgh Live Music MeetUp,Pittsburgh-Live-Music,Pittsburgh,40.4,-79.97,Parents & Family,2010-01-17 18:41:42,active,1160,approval,521,2017-12-15 21:00:00,8
South Hills Area 20's & 30's 😊,South-Hills-Area-20s-30s,South Park,40.3,-80.0,Socializing,2017-01-09 21:37:21,active,267,approval,44,2017-12-16 20:30:00,1
Pittsburgh Yoga Moms,Pittsburgh-Yoga-Moms,Pittsburgh,40.38,-80.04,Parents & Family,2016-04-26 09:41:07,active,161,open,78,2017-12-04 11:30:00,2
The Foodie Dinner Club,The-Foodie-Dinner-Club,Pittsburgh,40.38,-80.04,Food & Drink,2015-09-27 06:29:24,active,159,approval,9,2017-09-01 08:00:00,1
Pittsburgh Stand Up Paddle Boarding Meetup,Pittsburgh-Stand-Up-Paddle-Boarding-Meetup,Pittsburgh,40.38,-80.04,Sports & Recreation,2017-06-29 12:33:39,active,50,open,2,2017-08-30 18:30:00,5
Sacred Chant at Sunnyhill,Sacred-Chant-at-Sunnyhill,Pittsburgh,40.38,-80.04,New Age & Spirituality,2015-10-26 16:14:56,active,47,open,8,2017-06-02 19:00:00,1
Pints and Purls around Pittsburgh,Pints-and-Purls-around-Pittsburgh,Bethel Park,40.32,-80.04,Hobbies & Crafts,2013-08-30 19:16:10,active,310,open,96,2017-11-16 19:30:00,4
Native Americans,Native-American-People,Bethel Park,40.32,-80.04,Language & Ethnic Identity,2017-12-07 21:00:46,active,2,approval,2,2018-01-12 20:00:00,1
DG Training Solutions Professional Development Meetup,DG-Training-Solutions-Professional-Development-Meetup,Bethel Park,40.32,-80.04,Career & Business,2016-09-16 12:47:59,active,41,open,12,2017-11-03 09:00:00,2
Pittsburgh Martial Arts,Pittsburgh-Martial-Arts,Pittsburgh,40.4,-80.02,Sports & Recreation,2016-03-14 12:55:02,active,57,approval,1,2016-04-02 14:00:00,6
BBW & SSBBW Pittsburgh,BBW-SSBBW-Pride,Pittsburgh,40.36,-80.06,Socializing,2018-01-20 23:17:08,active,12,open,0,,0
Christians United in the Battle,Christians-United-in-the-battle,Pittsburgh,40.36,-80.06,Religion & Beliefs,2017-04-23 13:50:53,active,22,open,6,2017-09-22 18:00:00,2
Pittsburgh Azure Meetup,Pittsburgh-Azure-Meetup,Pittsburgh,40.4,-80.04,Tech,2016-03-07 16:26:45,active,288,open,15,2017-12-21 18:00:00,4
Pool Paddle Fitness,Pool-Paddle-Fitness,Pittsburgh,40.4,-80.04,Outdoors & Adventure,2017-07-16 23:45:49,active,105,open,5,2017-08-05 11:00:00,1
The Pittsburgh Scuba Meetup Group,pgh-scuba,Pittsburgh,40.4,-80.04,Outdoors & Adventure,2008-11-21 11:26:59,active,381,open,30,2017-03-20 18:30:00,3
Burgh Adults,Burgh-Adults,Pittsburgh,40.4,-80.04,Socializing,2012-04-03 12:00:30,active,5259,open,876,2017-12-25 17:30:00,8
Project Managers Pittsburgh,Pittsburgh-projectmanagers,Pittsburgh,40.42,-79.98,Parents & Family,2015-08-04 15:48:24,active,8,open,2,2016-02-25 19:00:00,2
Steel City Skeptics,Steel-City-Skeptics,Pittsburgh,40.42,-79.98,Religion & Beliefs,2009-01-05 09:12:11,active,1257,approval,449,2017-12-17 18:00:00,19
Zouk Pittsburgh,Zouk-Pittsburgh,Pittsburgh,40.42,-79.98,Dancing,2015-07-20 14:56:39,active,99,open,5,2017-03-26 19:00:00,2
Southside movie group!,Southside-movie-group,Pittsburgh,40.42,-79.98,Movies & Film,2017-07-12 19:12:12,active,74,approval,13,2017-12-15 20:30:00,5
Sports Monster Pittsburgh Softball Meetup,Sports-Monster-Pittsburgh-Softball-Meetup,Pittsburgh,40.42,-79.98,Sports & Recreation,2015-03-09 16:41:55,active,327,open,37,2017-11-04 09:00:00,1
"Pittsburgh SEO, SEM & PPC",SEMPO-Pittsburgh,Pittsburgh,40.42,-79.98,Tech,2009-11-24 16:31:15,active,230,open,19,2016-07-14 18:00:00,6
Pittsburgh Area Forex,Pittsburgh-Area-Forex,Pittsburgh,40.42,-79.98,Career & Business,2014-05-18 19:23:05,active,63,open,44,2018-01-04 21:00:00,1
Southside Geeks/Nerds Unite!,Southside-Geeks-Nerds-Unite,Pittsburgh,40.42,-79.98,Games,2017-05-20 11:48:51,active,85,approval,26,2017-10-05 18:00:00,3
Downtown Pittsburgh Investor's Business Daily Meetup,Downtown-Pittsburgh-Investors-Business-Daily-Meetup,Pittsburgh,40.42,-79.98,Career & Business,2015-11-16 13:31:42,active,133,open,14,2017-11-14 21:00:00,5
Pittsburgh Information Technology Meetup,Pittsburgh-Information-Technology-Meetup,Pittsburgh,40.42,-79.98,Tech,2014-01-12 17:17:49,active,765,open,46,2018-01-24 20:00:00,1
Meteor Pittsburgh,Meteor-Pittsburgh,Pittsburgh,40.42,-79.98,Tech,2013-12-02 13:59:14,active,162,open,6,2015-06-25 18:30:00,12
Sounds of Pittsburgh Chorus,Sounds-of-Pittsburgh-Chorus,Pittsburgh,40.38,-80.07,Music,2015-09-03 07:36:25,active,46,open,120,2018-01-22 20:00:00,1
Pittsburgh Parents of an Only Child,Pittsburgh-Parents-of-an-Only-Child,Pittsburgh,40.38,-80.07,Parents & Family,2017-06-14 15:53:12,active,4,approval,0,,0
Pittsburgh Bicycle Touring Meetup,Pittsburgh-Loaded-Bicycle-Touring-Meetup,Pittsburgh,40.38,-80.07,Sports & Recreation,2014-11-28 12:11:28,active,50,open,24,2017-08-06 07:00:00,3
Northside Coding Club,Northside-Coding-Club,Pittsburgh,40.43,-79.95,Tech,2017-09-01 14:25:58,active,22,open,8,2017-10-30 18:00:00,1
Young Stroke Survivors in Pittsburgh,Young-stroke-survivors-in-Pittsburgh,Pittsburgh,40.43,-79.95,Socializing,2012-11-10 21:28:40,active,25,approval,27,2013-11-23 12:00:00,1
Mount Washington Community Cleanup,Mount-Washington-Community-Cleanup,Pittsburgh,40.43,-79.95,Community & Environment,2014-03-18 15:14:50,active,4,open,0,,0
Pittsburgh Scottish Country Dance Meetup Group,PittsburghSCDS,Pittsburgh,40.43,-79.95,Dancing,2011-08-21 21:29:10,active,188,open,192,2016-05-16 19:00:00,2
REGENT SQUARE ADVANCED WOMEN'S SPIRITUALLY AWAKE GROUP,Pittsburgh-North-Hills-Advanced-Womens-Awakening-Meetup,Pittsburgh,40.44,-79.96,New Age & Spirituality,2015-01-26 11:12:15,active,68,open,0,,0
East End Lesbians Social Group,East-End-Lesbians-Wine-Apps-Happy-Hour,Pittsburgh,40.44,-79.96,LGBT,2017-03-19 13:40:30,active,122,approval,6,2017-10-10 18:45:00,2
"Tai Chi,Qigong, Health and  Wellness, and Taoism",pittsburghtaichi,Pittsburgh,40.43,-79.92,Health & Wellbeing,2009-02-24 16:43:45,active,376,open,29,2017-06-08 18:30:00,2
Parkinson's: Get Up and Move!!!,parkinsons-wpa,Pittsburgh,40.43,-79.92,Support,2010-12-20 16:07:50,active,39,approval,313,2018-01-12 14:00:00,1
Storyburgh Meetup Group,storyburgh,Pittsburgh,40.43,-79.92,Writing,2016-03-14 15:16:08,active,41,open,4,2017-12-07 18:00:00,4
Squirrel Hill Business Network,Squirrel-Hill-Business-Network,Pittsburgh,40.43,-79.92,Career & Business,2013-03-15 23:19:57,active,168,open,5,2017-03-25 10:00:00,3
Pittsburgh PostgreSQL User's Group,Pittsburgh-PostgreSQL-Users-Group,Pittsburgh,40.43,-79.92,Tech,2015-10-25 18:50:58,active,85,open,8,2016-09-14 19:00:00,11
Pittsburgh Netball Club,Pittsburgh-Netball-Club,Pittsburgh,40.43,-79.92,Sports & Recreation,2017-10-15 16:29:59,active,12,open,2,2017-11-18 12:00:00,2
Pittsburgh European Soccer Meetup,Pittsburgh-European-Soccer-Meetup,Pittsburgh,40.43,-79.92,Sports & Recreation,2015-08-02 17:35:46,active,252,open,13,2016-08-14 11:00:00,2
Pittsburgh Ultimate Frisbee Meetup Group,FUNULTIMATEPITTSBURGH,Pittsburgh,40.43,-79.92,Sports & Recreation,2008-08-07 09:44:26,active,1097,open,752,2017-10-28 11:00:00,4
Twenty Something In The City,Twenty-Something-In-The-City,Pittsburgh,40.43,-79.92,Socializing,2010-03-23 12:30:09,active,2152,open,719,2017-09-10 17:00:00,1
