name,urlname,city,lat,lon,category,created,status,members,join_mode,past_event_count,last_event,last_rsvp
Gurdjieff Teaching,Gurdjieff-Teaching,Pittsburgh,40.47,-79.95,New Age & Spirituality,2015-12-13 12:04:51,active,73,open,28,2017-07-25 18:30:00,4
The Ubiquitous Voice Pittsburgh Meetup,uvs-pitt,Pittsburgh,40.47,-79.95,Tech,2017-11-20 16:15:59,active,29,open,0,,0
Hemp for Health: CBD Oil - Let's talk!,Hemp-for-Health-CBD-Oil-Lets-talk,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-11-20 09:46:31,active,8,open,0,,0
Pittsburgh Modern And Traditional Brush Painting Class,Pittsburgh-Mordern-And-Traditional-BrushPainting,Pittsburgh,40.47,-79.95,Arts & Culture,2017-11-17 16:50:00,active,15,open,0,,0
Pittsburgh Dating and Relationships Meetup,meetup-group-BKDrtgDI,Pittsburgh,40.47,-79.95,Singles,2015-11-24 18:09:14,active,76,open,23,2017-09-15 17:00:00,1
Pittsburgh Test Automation,Pittsburgh-Test-Automation,Pittsburgh,40.47,-79.95,Tech,2017-11-15 20:37:48,active,27,open,0,,0
Pittsburgh Skeptics in the Pub Meetup,Pittsburgh-Skeptics-in-the-Pub-Meetup,Pittsburgh,40.47,-79.95,Education & Learning,2017-11-15 17:44:00,active,50,open,0,,0
Startup Grind Pittsburgh,Startup-Grind-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2017-11-10 04:00:13,active,108,open,1,2017-11-30 14:00:00,2
Pittsburgh Outdoor Painters,Pittsburgh-Outdoor-Painters,Pittsburgh,40.47,-79.95,Arts & Culture,2010-08-02 11:21:08,active,1591,open,230,2017-10-29 14:00:00,4
Uber Engineering Events-Pittsburgh,Uber-Engineering-Events-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2017-11-02 14:54:02,active,94,open,0,,0
Pittsburgh WWI History Meetup,Pittsburgh-WWI-History-Meetup,Pittsburgh,40.47,-79.95,Education & Learning,2017-11-02 10:48:21,active,23,open,2,2017-11-11 11:00:00,4
Pittsburgh JavaFX Users,Pittsburgh-JavaFX-Users,Pittsburgh,40.47,-79.95,Tech,2015-11-06 12:32:02,active,42,open,2,2016-02-29 19:00:00,7
WPCA Ukulele Meetup,WPCA-Ukulele-Meetup,Pittsburgh,40.47,-79.95,Music,2017-10-31 16:13:51,active,18,open,2,2017-12-16 13:00:00,1
Young Entrepreneur's Society of Pittsburgh (YESpgh),YESpgh,Pittsburgh,40.47,-79.95,Career & Business,2017-10-29 13:31:51,active,81,open,0,,0
Live it up Pittsburgh,Live-it-up-Pittsburgh,Pittsburgh,40.47,-79.95,Socializing,2017-10-23 11:23:51,active,237,open,3,2018-01-12 10:00:00,2
Pittsburgh IAM User Group,PittsburghIAM,Pittsburgh,40.47,-79.95,Tech,2016-01-25 15:03:15,active,30,approval,1,2016-04-12 15:00:00,8
Pittsburgh Day Traders Meetup,Pittsburgh-Day-Traders-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-10-17 12:41:25,active,31,open,1,2017-11-06 19:00:00,3
Movimento 5 stelle Pittsburgh,Movimento-5-stelle-Pittsburgh,Pittsburgh,40.47,-79.95,Education & Learning,2017-10-19 08:22:39,active,16,open,0,,0
Pittsburgh Heart Attack Survivors,Pittsburgh-Heart-Attack-Survivors,Pittsburgh,40.47,-79.95,Support,2015-10-26 15:22:00,active,9,open,0,,0
Psychonaut Pittsburgh,Pittsburgh-Shamanism-Meetup,Pittsburgh,40.47,-79.95,New Age & Spirituality,2015-09-08 15:46:13,active,487,open,8,2016-09-25 12:00:00,9
Pittsburgh Home Buying 101,Pittsburgh-Home-Buying-101,Pittsburgh,40.47,-79.95,Career & Business,2017-10-01 12:17:48,active,27,open,2,2017-11-08 19:00:00,2
Pittsburgh Robotics Meetup,Pittsburgh-Robotics-Meetup,Pittsburgh,40.47,-79.95,Tech,2018-01-11 12:07:05,active,38,open,0,,0
Isa-Burgh Healthy Happy Hour,Isa-Burgh-Healthy-Happy-Hour,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-09-25 20:38:22,active,46,open,4,2017-11-29 19:00:00,2
Pittsburgh Chapter American Singles Golf,Pittsburgh-Singles-Golf,Pittsburgh,40.47,-79.95,Sports & Recreation,2017-09-25 11:51:33,active,20,open,0,,0
Pittsburgh Salesforce Developer Group,Pittsburgh-Salesforce-Developer-User-Group,Pittsburgh,40.47,-79.95,Tech,2013-01-03 13:29:03,active,360,approval,35,2017-12-20 15:00:00,22
Pittsburgh Dads Group,PittsburghDadsGroup,Pittsburgh,40.47,-79.95,Parents & Family,2017-11-02 13:46:31,active,30,approval,7,2018-01-14 17:00:00,2
Oily Goodness - Health and Wellness with Essential Oils,Pittsburgh-Area-Essential-Oils,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-09-19 23:25:10,active,80,open,18,2018-01-24 19:15:00,1
Freedom-Obsessed Female Entrepreneurs of Pittsburgh!,Freedom-Obsessed-Female-Entrepreneurs-of-Pittsburgh,Pittsburgh,40.47,-79.95,Career & Business,2017-09-20 07:21:08,active,105,open,1,2017-10-17 18:30:00,3
Pittsburgh Italian Food Meetup,Pittsburgh-Italian-Food-Meetup,Pittsburgh,40.47,-79.95,Food & Drink,2017-09-19 14:25:33,active,218,open,1,2017-10-15 15:00:00,3
Pittsburgh Effective Altruism Meetup,Pittsburgh-Effective-Altruism-Meetup,Pittsburgh,40.47,-79.95,Education & Learning,2017-09-18 16:08:57,active,30,open,2,2017-10-22 12:00:00,1
Energized & Stress-Free Small Business Women,Energized-Stress-Free-Small-Business-Women,Pittsburgh,40.47,-79.95,Career & Business,2017-10-23 18:56:34,active,25,open,3,2018-01-24 20:00:00,1
Steel City Marines,Steel-City-Marines,Pittsburgh,40.47,-79.95,Fitness,2017-09-12 17:37:18,active,3,approval,0,,0
Pittsburgh Cyber Security Meetup,Pittsburgh-Cyber-Security-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-09-12 10:05:17,active,59,approval,0,,0
Real Deal Real Estate,Real-Deal-Real-Estate,Pittsburgh,40.47,-79.95,Career & Business,2017-09-11 16:37:53,active,69,open,1,2017-09-16 13:00:00,1
Pittsburgh War on Debt (Debt Elimination),Pittsburgh-War-on-Debt,Pittsburgh,40.47,-79.95,Career & Business,2017-09-11 00:59:42,active,2,open,1,2017-09-21 17:00:00,1
Pittsburgh Multifamily Apartment Investors,Pittsburgh-Multifamily-Apartment-Investors,Pittsburgh,40.47,-79.95,Career & Business,2017-09-07 18:15:30,active,50,open,2,2017-10-06 18:00:00,3
Bad Ass Networking Entrepreneurs,Bad-Ass-Networking-Entrepreneurs,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 13:20:16,active,215,open,3,2017-09-19 08:30:00,6
BNI Western PA South Hills,BNI-Western-PA-Bridge-to-Success-Chapter,Pittsburgh,40.47,-79.95,Career & Business,2017-09-04 09:25:06,active,51,open,21,2018-01-23 12:00:00,1
Pittsburgh Leadership Meetup,Pittsburgh-Leadership-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-08-30 06:42:45,active,50,open,2,2017-09-14 07:30:00,3
American Red Cross Ride for the Red - Steel Town Trail Ride,American-Red-Cross-Ride-for-the-Red-Steel-Town-Trail-Ride,Pittsburgh,40.47,-79.95,Community & Environment,2015-06-08 14:03:47,active,237,open,5,2017-10-07 07:00:00,3
BNI Western PA North Shore Forming,BNI-Western-PA-North-Shore-Forming,Pittsburgh,40.47,-79.95,Career & Business,2017-08-22 10:06:16,active,28,open,2,2017-09-19 11:00:00,4
Pittsburgh Water Sports Meetup,Pittsburgh-Water-Sports-Meetup,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-08-21 22:18:14,active,11,open,0,,0
BNI Western PA Airport Chapter,meetup-group-OvINbtoE,Pittsburgh,40.47,-79.95,Career & Business,2017-08-20 15:52:31,active,43,open,23,2018-01-23 08:00:00,1
Pittsburgh Product Engagement Meetup,Pittsburgh-Product-Engagement-Meetup,Pittsburgh,40.47,-79.95,Tech,2015-06-04 09:12:54,active,205,open,7,2016-04-27 18:00:00,14
Pittsburgh Welsh Culture Meetup,Pittsburgh-Welsh-Culture-Meetup,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2015-05-25 11:09:22,active,216,open,71,2017-12-03 13:00:00,6
Pittsburgh Cryptocurrency Investment Network,Pittsburgh-Cryptocurrency-Investments,Pittsburgh,40.47,-79.95,Tech,2017-08-10 20:41:02,active,69,open,0,,0
Spiralis Concept in the Park,Spiralis-Concept-in-the-Park,Pittsburgh,40.47,-79.95,Health & Wellbeing,2015-05-10 00:28:20,active,15,open,0,,0
The Pittsburgh Web Design Meetup Group,pittsburghwebdesign,Pittsburgh,40.47,-79.95,Tech,2003-05-09 07:07:16,active,1024,open,134,2016-09-20 18:00:00,10
Pittsburgh Free Range Christians,Pittsburgh-Free-Range-Christians,Pittsburgh,40.47,-79.95,Religion & Beliefs,2015-05-02 19:06:37,active,297,open,9,2017-05-20 12:30:00,1
Pittsburgh Online Business Meetup,Pittsburgh-Online-Business-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-08-03 16:28:10,active,58,open,2,2017-08-23 18:00:00,3
Arista Networks Pittsburgh Meetup,Arista-Networks-Pittsburgh-Meetup,Pittsburgh,40.47,-79.95,Tech,2015-04-30 12:28:59,active,76,open,10,2016-10-06 16:30:00,8
Pittsburgh English as a Second Language Bible Study,Pittsburgh-English-as-a-Second-Language-Bible-Study,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2017-08-02 16:36:22,active,17,open,0,,0
Dynatrace Pittsburgh User Group,Dynatrace-Pittsburgh-User-Group,Pittsburgh,40.47,-79.95,Tech,2015-05-01 14:35:53,active,43,open,3,2017-10-17 15:00:00,12
Bellydance with Shanna,Bellydance-101-with-Shanna,Pittsburgh,40.47,-79.95,Dancing,2015-04-08 05:55:21,active,335,open,110,2017-12-19 19:00:00,1
Random Adventures in Monroeville,Random-Adventures-in-Monroeville,Pittsburgh,40.47,-79.95,Socializing,2017-07-24 19:20:11,active,43,approval,1,2017-08-05 18:00:00,4
Pittsburgh Tea Meetup,Pittsburgh-Tea-Meetup,Pittsburgh,40.47,-79.95,Food & Drink,2017-07-23 14:13:37,active,93,open,4,2017-11-17 19:30:00,3
Events at Revv Oakland,Events-at-Revv-Oakland,Pittsburgh,40.47,-79.95,Career & Business,2015-04-01 21:48:14,active,24,open,0,,0
Pittsburgh Young Professionals,Pittsburgh-Young-Professionals,Pittsburgh,40.47,-79.95,Socializing,2015-03-11 16:03:41,active,1515,open,103,2017-12-07 18:30:00,1
Mindfulness and Oriental Wisdom and Languages,Mindfulness-and-Oriental-Wisdom-and-Languages,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2015-08-16 10:21:30,active,28,open,7,2016-08-03 19:00:00,1
Electronics Knitting Circle,Electronics-Knitting-Circle,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-07-07 11:34:25,active,50,open,2,2017-09-07 18:00:00,1
U.S. Air Force FREE EVENT!,U-S-Air-Force-FREE-EVENT,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-06-20 13:28:14,active,48,open,1,2017-06-21 10:00:00,2
Couples Without Kids,meetup-group-alnbsFui,Pittsburgh,40.47,-79.95,Socializing,2017-07-03 16:10:22,active,319,open,2,2017-10-21 14:00:00,22
Pittsburgh Jewelry Artists & Designers Meetup,Pittsburgh-Jewelry-Artists-Designers-Meetup,Pittsburgh,40.47,-79.95,Hobbies & Crafts,2017-06-22 09:55:47,active,20,approval,2,2018-01-12 11:00:00,0
ILOVEBTS,ILOVEBTS,Pittsburgh,40.47,-79.95,Language & Ethnic Identity,2017-06-17 16:49:35,active,16,open,0,,0
Pittsburgh Creative Entrepreneurs,Pittsburgh-Creative-Entrepreuers,Pittsburgh,40.47,-79.95,Career & Business,2017-06-09 10:00:36,active,297,open,2,2017-11-14 19:30:00,13
Ethereum Pittsburgh,Pittsburgh-Virtual-Currency-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-06-12 16:31:28,active,43,approval,1,2017-08-05 15:00:00,8
Wix Pittsburgh,Wix-Pittsburgh,Pittsburgh,40.47,-79.95,Career & Business,2017-06-09 16:50:43,active,135,open,3,2017-11-14 19:30:00,6
Boss Lady Grind - Pittsburgh,Boss-Lady-Grind-Pittsburgh,Pittsburgh,40.47,-79.95,Career & Business,2017-06-04 12:30:11,active,64,approval,5,2017-11-17 19:00:00,3
The PittsBurger Club,The-PittsBurger-Club,Pittsburgh,40.47,-79.95,Food & Drink,2017-06-03 11:00:08,active,54,open,0,,0
Bike for Good,Bike-for-Good,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2017-05-27 14:40:16,active,163,open,8,2017-11-18 09:00:00,2
Pittsburgh Self-Improvement Meetup,meetup-group-JltbAwDc,Pittsburgh,40.47,-79.95,Health & Wellbeing,2017-05-22 20:21:20,active,697,open,8,2017-11-14 10:00:00,1
The Game Room: The South Hills Table Top Group,The-Game-Room-The-South-Hills-Table-Top-Group,Pittsburgh,40.47,-79.95,Games,2017-05-22 11:50:03,active,50,open,16,2018-01-17 19:00:00,1
Gay Soccer League,Gay-Soccer-League,Pittsburgh,40.47,-79.95,LGBT,2017-05-20 18:48:46,active,45,open,0,,0
The Pittsburgh Quickbooks Meetup,quickbooks-67,Pittsburgh,40.47,-79.95,Career & Business,2008-05-18 12:16:42,active,37,open,1,2008-07-21 18:00:00,3
Artists Artisans Makers Craftsmen,ARTISTS-ARTISANS-MAKERS-CRAFTSMEN,Pittsburgh,40.47,-79.95,Arts & Culture,2017-04-27 22:12:54,active,146,open,1,2017-06-13 19:00:00,13
Twitch Pittsburgh (#PoweredByTwitch),Twitch-Pittsburgh,Pittsburgh,40.47,-79.95,Games,2017-04-13 22:17:08,active,249,open,5,2017-08-27 13:00:00,9
Temple Fit,Temple-Fit,Pittsburgh,40.47,-79.95,Fitness,2017-04-05 18:37:46,active,50,open,40,2018-01-26 18:00:00,1
South Hills Church Startup,South-Hills-Church-Startup,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-09-04 17:13:01,active,16,open,1,2017-09-10 17:30:00,3
Home Buyers Happy Hour,First-Time-Home-Buyers-Happy-Hour,Pittsburgh,40.47,-79.95,Socializing,2017-04-04 10:26:29,active,50,open,2,2017-10-24 18:00:00,1
Pittsburgh Enterprise Architecture Forum,Pittsburgh-Enterprise-Architecture-Forum,Pittsburgh,40.47,-79.95,Tech,2017-04-01 18:38:09,active,20,open,0,,0
The Pittsburgh Small Biz Network Group,Pittsburgh-Small-Business,Pittsburgh,40.47,-79.95,Career & Business,2006-12-28 11:06:40,active,316,approval,37,2013-07-10 18:30:00,4
Pittsburgh Cloudera User Group,Pittsburgh-Cloudera-User-Group,Pittsburgh,40.47,-79.95,Tech,2017-03-28 16:47:49,active,111,open,3,2017-10-19 17:30:00,18
Pittsburgh Real Estate Entrepreneurs,Pittsburgh-Real-Estate-Entrepreneurs,Pittsburgh,40.47,-79.95,Career & Business,2017-03-19 09:46:38,active,51,open,0,,0
Pittsburgh Pride Families Meetup,Pittsburgh-Pride-Families-Meetup,Pittsburgh,40.47,-79.95,LGBT,2017-08-04 18:36:19,active,12,approval,2,2017-09-10 22:30:00,1
Pittsburgh Scratch Educators Meetup,ScratchEd-Pittsburgh,Pittsburgh,40.47,-79.95,Education & Learning,2017-03-13 10:06:27,active,17,open,1,2017-05-13 10:00:00,5
CISSP Study Group,CISSPstudy,Pittsburgh,40.47,-79.95,Tech,2017-03-08 08:39:09,active,18,open,0,,0
Pittsburgh IBM Watson Users Group,Pittsburgh-IBM-Watson-Users-Group,Pittsburgh,40.47,-79.95,Tech,2017-03-04 15:58:43,active,49,open,0,,0
The Western PA Gay/Bi Men's Bookclub,WesternPA-Gay-Mens-Bookclub,Pittsburgh,40.47,-79.95,Book Clubs,2017-02-26 10:56:25,active,50,approval,7,2017-12-03 14:00:00,3
Pittsburgh Risk Management Meetup,Pittsburgh-Risk-Management-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-02-23 18:55:40,active,17,open,1,2017-03-01 20:00:00,1
Pennsylvania Narcolepsy Support Groups,Pennsylvania-Narcolepsy-Support-Groups,Pittsburgh,40.47,-79.95,Support,2017-02-19 18:22:11,active,18,open,0,,0
UX Happy Hour in Pgh!,UX-Happy-Hour-in-Pgh,Pittsburgh,40.47,-79.95,Tech,2017-02-14 19:36:52,active,532,open,7,2017-11-09 19:00:00,28
Animal Issues & Animal Rights Pittsburgh & surrounding...,Animal-Issues-Animal-Rights-Pittsburgh-surrounding,Pittsburgh,40.47,-79.95,Pets & Animals,2017-02-08 16:52:52,active,222,open,7,2017-09-26 17:30:00,3
Pittsburgh Christian Travelers,Faith-Based-Travel,Pittsburgh,40.47,-79.95,Religion & Beliefs,2017-02-07 11:29:51,active,106,open,2,2017-06-30 10:00:00,1
Western PA Cult Films Meetup,Western-PA-Cult-Films-Meetup,Pittsburgh,40.47,-79.95,Movies & Film,2017-01-31 04:47:12,active,423,open,9,2017-10-19 18:30:00,5
Scrum Pittsburgh Daytime Meetup,Scrum-Pittsburgh-Daytime-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-01-29 16:12:56,active,48,approval,5,2017-08-01 14:30:00,3
Pittsburgh Motion & Design Meetup,Pittsburgh-Motion-Design-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-01-27 23:53:46,active,74,open,2,2017-08-10 17:30:00,7
Pittsburgh Business Referral Partners,Pittsburgh-Business-Referal-Partners,Pittsburgh,40.47,-79.95,Career & Business,2017-01-26 16:35:44,active,50,open,1,2017-02-02 08:00:00,6
Pittsburgh Vertica Analytic Database Meetup,Pittsburgh-Vertica-Analytic-Database-Meetup,Pittsburgh,40.47,-79.95,Tech,2017-01-24 08:48:56,active,70,open,1,2017-05-02 17:30:00,5
Google Developer Group (GDG) Pittsburgh,gdg-pitt,Pittsburgh,40.47,-79.95,Tech,2017-01-24 09:29:22,active,377,open,3,2017-09-30 10:00:00,50
Our Family Dinner - Pittsburgh,Our-Family-Dinner-Pittsburgh,Pittsburgh,40.47,-79.95,Socializing,2017-01-16 16:44:49,active,244,open,0,,0
Group Genie  (a nonprofit creativity team & action network),GroupGenie,Pittsburgh,40.47,-79.95,Community & Environment,2014-06-22 17:21:25,active,39,open,0,,0
Pgh Biz Services Network,Pgh-Biz-Service-Network,Pittsburgh,40.47,-79.95,Career & Business,2009-08-26 14:33:16,active,1,approval,0,,0
Pittsburgh Beauty Industry Meetup,Pittsburgh-Beauty-Industry-Meetup,Pittsburgh,40.47,-79.95,Fashion & Beauty,2017-01-12 00:01:28,active,197,open,11,2018-01-08 13:00:00,1
SteelTown Who,SteelTown-Who,Pittsburgh,40.47,-79.95,Sci-Fi & Fantasy,2016-12-11 21:26:49,active,35,open,0,,0
Network & Social - Pittsburgh Networking Events,Network-Social-Pittsburgh-Networking-Events,Pittsburgh,40.47,-79.95,Career & Business,2016-12-06 21:57:04,active,149,open,0,,0
New Moon Gathering for Women,New-Moon-Gathering-for-Women,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-12-02 09:28:05,active,319,open,8,2017-08-20 18:30:00,1
Explorer Chicks of Pittsburgh,Explorer-Chicks-of-Pittsburgh,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-12-01 14:17:59,active,655,open,16,2018-01-11 10:00:00,1
The Pittsburgh Whole Food Nutrition Meetup,wholefoods,Pittsburgh,40.47,-79.95,Food & Drink,2008-02-07 17:53:07,active,1955,open,134,2017-07-26 17:00:00,1
Western Pennsylvania Benedict Option,Western-Pennsylvania-Benedict-Option,Pittsburgh,40.47,-79.95,Movements & Politics,2016-11-14 19:49:59,active,125,open,5,2017-12-01 20:00:00,1
Pittsburgh Acting Meetup,Pittsburgh-Acting-Meetup,Pittsburgh,40.47,-79.95,Arts & Culture,2016-11-13 12:22:56,active,122,open,2,2017-01-15 17:30:00,4
Pittsburgh Antipsychiatry Meetup,Pittsburgh-Antipsychiatry-Meetup,Pittsburgh,40.47,-79.95,Movements & Politics,2016-11-08 11:00:40,active,12,approval,1,2016-11-18 19:30:00,1
Airport Java Development Meetup,Airport-Java-Development-Meetup,Pittsburgh,40.47,-79.95,Tech,2016-10-30 20:48:21,active,27,open,1,2016-12-01 19:30:00,9
Pittsburgh Small Business Meetup,Pittsburgh-Small-Business-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2016-11-04 11:34:50,active,652,open,4,2017-05-03 17:30:00,6
Pittsburgh Video Game Developers,Pittsburgh-Game-Dev,Pittsburgh,40.47,-79.95,Tech,2016-11-02 01:51:52,active,60,approval,14,2018-01-10 20:30:00,0
Pittsburgh Rideshare Meetup,Pittsburgh-Rideshare-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2016-10-29 09:04:50,active,6,open,0,,0
Lets show you a way of LIFE where the Grass truly is Greener,Lets-show-you-a-way-of-LIFE-where-the-Grass-truly-is-Greener,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-10-24 09:24:32,active,60,open,2,2016-11-17 19:30:00,4
Pittsburgh Meetup for those affected by eating disorders,Pittsburgh-Meetup-for-those-affected-by-eating-disorders,Pittsburgh,40.47,-79.95,Support,2016-10-20 08:53:16,active,8,approval,1,2016-11-07 19:30:00,2
Massage Therapists of Pittsburgh,Pittsburgh-Massage-Therapy-Meetup,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-10-19 11:29:37,active,201,open,11,2017-12-27 19:30:00,5
Accept and Transform Meetup,Accept-and-Transform-Meetup,Pittsburgh,40.47,-79.95,Health & Wellbeing,2018-01-26 20:42:16,active,1,open,0,,0
SHPE - WPA Professional Chapter,SHPE-WPA-Professional-Chapter,Pittsburgh,40.47,-79.95,Career & Business,2016-10-08 15:39:10,active,24,open,3,2017-02-06 19:30:00,1
Pittsburgh #learntocode Group,Pittsburgh-learntocode,Pittsburgh,40.47,-79.95,Tech,2016-10-06 16:36:34,active,145,open,0,,0
Pittsburgh Cyber Security for Control Systems,Pittsburgh-Cyber-Security-for-Control-Systems,Pittsburgh,40.47,-79.95,Tech,2016-09-30 18:04:04,active,46,open,0,,0
"South Western PA Camping , Canoeing , Kayaking & B",South-Western-PA-Camping-Canoeing-Kayaking-Backpacking,Pittsburgh,40.47,-79.95,Outdoors & Adventure,2016-09-26 11:52:35,active,1163,open,7,2017-06-03 10:00:00,1
5-2-1-0 Speaker Series,5210speakerseries,Pittsburgh,40.47,-79.95,Parents & Family,2016-09-19 10:38:24,active,40,approval,6,2017-09-14 17:30:00,3
"Pittsburgh DevOps, Cloud, & Continuous Delivery Meetup",Pittsburgh-DevOps-Cloud-Continuous-Delivery-Meetup,Pittsburgh,40.47,-79.95,Tech,2016-08-28 20:26:07,active,137,open,1,2016-10-27 19:00:00,20
Pittsburgh Amazon Alexa Meetup,Pittsburgh-Amazon-Alexa-Meetup,Pittsburgh,40.47,-79.95,Tech,2016-08-18 09:56:24,active,129,open,2,2016-12-13 19:30:00,25
Pittsburgh Disney Enthusiasts,Pittsburgh-Disney-Enthusiasts,Pittsburgh,40.47,-79.95,Movies & Film,2016-08-18 08:26:55,active,44,open,1,2016-08-18 20:30:00,2
South Hills Geek Connection,South-Hills-Geek-Connection,Pittsburgh,40.47,-79.95,Games,2016-08-12 05:07:35,active,50,open,24,2017-06-04 11:30:00,1
"Pittsburgh's Runners, Racers and Chasers",Pittsburghs-Runners-Racers-and-Chasers,Pittsburgh,40.47,-79.95,Fitness,2016-08-05 15:25:39,active,196,open,38,2017-10-08 09:00:00,5
{Beers && Debuggers},Beers-Debuggers,Pittsburgh,40.47,-79.95,Tech,2016-08-03 11:58:16,active,79,open,1,2016-08-16 18:00:00,21
Pittsburgh Lawyers Meetup,Pittsburgh-Lawyers-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2016-07-29 16:15:41,active,18,open,0,,0
Pittsburgh Continental Philosophy Reading Group,Pittsburgh-Continental-Philosophy-Reading-Group,Pittsburgh,40.47,-79.95,Education & Learning,2016-08-01 09:14:13,active,179,open,53,2018-01-23 21:00:00,1
"Pittsburgh ""Four Hour Workweek"" Online Entrepreneur's Meetup",Pittsburgh-Four-Hour-Workweek-Online-Entrepreneurs-Meetup,Pittsburgh,40.47,-79.95,Career & Business,2017-11-20 23:48:05,active,50,open,2,2017-12-05 20:30:00,16
Love Our Children,Love-Our-Children,Pittsburgh,40.47,-79.95,Movements & Politics,2016-07-12 12:28:05,active,7,open,0,,0
The Pittsburgh Entrepreneur Meetup Group,pittsburghentrepreneur,Pittsburgh,40.47,-79.95,Career & Business,2003-02-27 15:02:05,active,2427,open,179,2016-10-25 18:00:00,22
"Chronic Fatigue CFS / ME, Fibro, Auto Immune, Pain Group",Pittsburgh-CFS-ME-Meetup,Pittsburgh,40.47,-79.95,Support,2016-07-07 14:21:23,active,138,open,6,2017-08-27 14:00:00,2
Grapenuts: Pittsburgh Wine Tasting Group,grapenuts,Pittsburgh,40.47,-79.95,Food & Drink,2009-04-16 08:45:17,active,1921,open,115,2015-02-25 19:00:00,45
Predix Builders of Pittsburgh,Predix-Builders-of-Pittsburgh,Pittsburgh,40.47,-79.95,Tech,2016-07-04 02:07:22,active,31,open,2,2016-10-05 21:00:00,2
Greater Pittsburgh Datacenter and Cloud Architecture Forum,Greater-Pittsburgh-Datacenter-and-Cloud-Architecture-Forum,Pittsburgh,40.47,-79.95,Tech,2016-06-16 19:25:05,active,63,open,0,,0
Atrial Fibrillation in Pittsburgh - Support Meetup,Atrial-Fibrillation-in-Pittsburgh-Support-Meetup,Pittsburgh,40.47,-79.95,Health & Wellbeing,2016-06-14 16:18:27,active,4,open,0,,0
Want to Sell a Business? Pittsburgh,Want-to-Sell-a-Business-Pittsburgh,Pittsburgh,40.47,-79.95,Career & Business,2017-10-21 13:52:58,active,37,open,14,2018-01-24 15:00:00,1
"Apartment Investor Mastery (AIM) Pittsburgh, PA",Apartment-Investor-Mastery-AIM-Pittsburgh-PA,Pittsburgh,40.47,-79.95,Career & Business,2016-05-03 17:38:03,active,150,open,1,2017-03-01 20:00:00,5
Grid Emergency (America Mobilizes),GridEmergency,Pittsburgh,40.47,-79.95,Community & Environment,2016-05-01 13:22:36,active,67,open,2,2017-03-29 19:00:00,4
Steel City Revit User Group,Steel-City-Revit-User-Group,Pittsburgh,40.47,-80.02,Career & Business,2013-05-06 15:52:04,active,123,approval,27,2017-05-18 18:00:00,9
"Run, Jump, Lift, Throw - Functional Fitness Meetup",RunJump,Pittsburgh,40.47,-80.02,Fitness,2013-05-25 21:40:06,active,1473,open,136,2017-10-17 18:30:00,10
Peaceburgh,Peaceburgh,Pittsburgh,40.47,-80.02,New Age & Spirituality,2016-01-02 17:38:20,active,392,open,18,2017-09-30 20:00:00,2
Friends of the Vine - Pittsburgh,Friends-of-the-Vine-Pittsburgh,Pittsburgh,40.47,-80.02,Food & Drink,2013-03-10 10:03:12,active,1067,open,103,2017-11-17 18:30:00,7
Pittsburgh PMI,Pittsburgh-PMI,Pittsburgh,40.47,-80.02,Tech,2012-12-31 17:31:08,active,50,open,1,2013-01-16 18:30:00,2
Pittsburgh Offroad Cyclists Meetup Group - Mountain Biking,PORCMTB,Pittsburgh,40.47,-80.02,Outdoors & Adventure,2008-10-31 20:14:44,active,867,open,677,2018-01-21 13:00:00,1
Pittsburgh's Other Beer Meetup,Pittsburghs-Other-Beer-Meetup,Pittsburgh,40.47,-80.02,Food & Drink,2015-04-15 22:10:51,active,1304,approval,21,2016-11-30 19:00:00,9
Oil In Love with Young Living Essential Oils Meetup,Oil-In-Love-with-Young-Living-Essential-Oils-Meetup,Pittsburgh,40.47,-80.02,Health & Wellbeing,2015-02-03 17:40:02,active,116,open,1,2015-02-15 14:00:00,7
